Rank,Major,Degree Type,Early Career Pay,Mid-Career Pay,% High Meaning
Rank:200,Major:Entrepreneurship & Leadership,Degree Type:Bachelors,"Early Career Pay:$52,300","Mid-Career Pay:$95,600",% High Meaning:46%
Rank:200,Major:Geological Engineering,Degree Type:Bachelors,"Early Career Pay:$59,100","Mid-Career Pay:$95,600",% High Meaning:57%
Rank:202,Major:Product Design,Degree Type:Bachelors,"Early Career Pay:$58,600","Mid-Career Pay:$95,500",% High Meaning:40%
Rank:203,Major:Electronics,Degree Type:Bachelors,"Early Career Pay:$57,000","Mid-Career Pay:$95,400",% High Meaning:61%
Rank:203,Major:Food Marketing,Degree Type:Bachelors,"Early Career Pay:$54,500","Mid-Career Pay:$95,400",% High Meaning:25%
Rank:203,Major:Safety Management,Degree Type:Bachelors,"Early Career Pay:$57,400","Mid-Career Pay:$95,400",% High Meaning:70%
Rank:206,Major:German Studies,Degree Type:Bachelors,"Early Career Pay:$47,400","Mid-Career Pay:$95,300",% High Meaning:43%
Rank:206,Major:Industrial & Labor Relations,Degree Type:Bachelors,"Early Career Pay:$63,800","Mid-Career Pay:$95,300",% High Meaning:51%
Rank:208,Major:Agricultural Economics & Business,Degree Type:Bachelors,"Early Career Pay:$51,400","Mid-Career Pay:$95,200",% High Meaning:55%
Rank:208,Major:Aviation Management,Degree Type:Bachelors,"Early Career Pay:$48,400","Mid-Career Pay:$95,200",% High Meaning:53%
Rank:210,Major:Biochemistry (BCH),Degree Type:Bachelors,"Early Career Pay:$47,500","Mid-Career Pay:$95,100",% High Meaning:60%
Rank:211,Major:Computer Science (CS) & Business,Degree Type:Bachelors,"Early Career Pay:$60,800","Mid-Career Pay:$95,000",% High Meaning:40%
Rank:211,Major:Construction Science & Management,Degree Type:Bachelors,"Early Career Pay:$61,500","Mid-Career Pay:$95,000",% High Meaning:68%
Rank:213,Major:Accounting & Finance,Degree Type:Bachelors,"Early Career Pay:$55,800","Mid-Career Pay:$94,900",% High Meaning:45%
Rank:213,Major:Comparative Literature,Degree Type:Bachelors,"Early Career Pay:$44,600","Mid-Career Pay:$94,900",% High Meaning:45%
Rank:213,Major:International & Comparative Politics,Degree Type:Bachelors,"Early Career Pay:$46,100","Mid-Career Pay:$94,900",% High Meaning:49%
Rank:216,Major:East Asian Studies,Degree Type:Bachelors,"Early Career Pay:$46,900","Mid-Career Pay:$94,800",% High Meaning:43%
Rank:217,Major:Logistics & Supply Chain Management,Degree Type:Bachelors,"Early Career Pay:$56,200","Mid-Career Pay:$94,400",% High Meaning:46%
Rank:217,Major:Russian & Eastern European Studies,Degree Type:Bachelors,"Early Career Pay:$50,800","Mid-Career Pay:$94,400",% High Meaning:-
Rank:219,Major:Occupational Health and Safety,Degree Type:Bachelors,"Early Career Pay:$57,100","Mid-Career Pay:$94,300",% High Meaning:68%
Rank:220,Major:Aviation,Degree Type:Bachelors,"Early Career Pay:$50,000","Mid-Career Pay:$94,000",% High Meaning:42%
Rank:220,Major:Manufacturing Technology,Degree Type:Bachelors,"Early Career Pay:$57,100","Mid-Career Pay:$94,000",% High Meaning:45%
Rank:222,Major:Physical Therapy,Degree Type:Bachelors,"Early Career Pay:$53,500","Mid-Career Pay:$93,900",% High Meaning:90%
Rank:222,Major:Labor Relations,Degree Type:Bachelors,"Early Career Pay:$48,900","Mid-Career Pay:$93,900",% High Meaning:39%
Rank:224,Major:Government & International Politics (GVIP),Degree Type:Bachelors,"Early Career Pay:$49,800","Mid-Career Pay:$93,800",% High Meaning:46%
Rank:224,Major:Information Technology (IT),Degree Type:Bachelors,"Early Career Pay:$56,100","Mid-Career Pay:$93,800",% High Meaning:45%
Rank:226,Major:City & Regional Planning,Degree Type:Bachelors,"Early Career Pay:$49,700","Mid-Career Pay:$93,700",% High Meaning:70%
Rank:226,Major:Information Science (IS),Degree Type:Bachelors,"Early Career Pay:$62,600","Mid-Career Pay:$93,700",% High Meaning:38%
Rank:228,Major:Business & Marketing,Degree Type:Bachelors,"Early Career Pay:$47,800","Mid-Career Pay:$93,600",% High Meaning:44%
Rank:229,Major:Agribusiness,Degree Type:Bachelors,"Early Career Pay:$48,000","Mid-Career Pay:$93,400",% High Meaning:53%
Rank:229,Major:Management Studies,Degree Type:Bachelors,"Early Career Pay:$43,500","Mid-Career Pay:$93,400",% High Meaning:73%
Rank:231,Major:Industrial Design (ID),Degree Type:Bachelors,"Early Career Pay:$52,100","Mid-Career Pay:$93,100",% High Meaning:41%
Rank:232,Major:Chemistry,Degree Type:Bachelors,"Early Career Pay:$49,200","Mid-Career Pay:$93,000",% High Meaning:55%
Rank:232,Major:Information Technology (IT) & Systems,Degree Type:Bachelors,"Early Career Pay:$58,600","Mid-Career Pay:$93,000",% High Meaning:47%
Rank:232,Major:Environmental Health & Safety,Degree Type:Bachelors,"Early Career Pay:$54,500","Mid-Career Pay:$93,000",% High Meaning:67%
Rank:235,Major:Electronics Engineering Technology (EET),Degree Type:Bachelors,"Early Career Pay:$61,600","Mid-Career Pay:$92,900",% High Meaning:53%
Rank:235,Major:Organizational Behavior,Degree Type:Bachelors,"Early Career Pay:$54,000","Mid-Career Pay:$92,900",% High Meaning:49%
Rank:237,Major:Analytical Chemistry,Degree Type:Bachelors,"Early Career Pay:$54,800","Mid-Career Pay:$92,800",% High Meaning:69%
Rank:237,Major:Computer Engineering Technology (CET),Degree Type:Bachelors,"Early Career Pay:$60,100","Mid-Career Pay:$92,800",% High Meaning:48%
Rank:237,Major:Food Science & Technology,Degree Type:Bachelors,"Early Career Pay:$50,200","Mid-Career Pay:$92,800",% High Meaning:49%
Rank:240,Major:Project Management,Degree Type:Bachelors,"Early Career Pay:$54,100","Mid-Career Pay:$92,700",% High Meaning:54%
Rank:241,Major:Technical & Scientific Communication,Degree Type:Bachelors,"Early Career Pay:$48,900","Mid-Career Pay:$92,400",% High Meaning:40%
Rank:242,Major:Finance & Banking,Degree Type:Bachelors,"Early Career Pay:$52,600","Mid-Career Pay:$92,300",% High Meaning:51%
Rank:243,Major:Hotel Administration,Degree Type:Bachelors,"Early Career Pay:$61,500","Mid-Career Pay:$92,100",% High Meaning:43%
Rank:243,Major:Mechanical Design,Degree Type:Bachelors,"Early Career Pay:$57,700","Mid-Career Pay:$92,100",% High Meaning:49%
Rank:245,Major:Biomedical Sciences,Degree Type:Bachelors,"Early Career Pay:$41,200","Mid-Career Pay:$92,000",% High Meaning:70%
Rank:246,Major:International Trade & Business,Degree Type:Bachelors,"Early Career Pay:$52,300","Mid-Career Pay:$91,900",% High Meaning:28%
Rank:247,Major:Commerce Economics,Degree Type:Bachelors,"Early Career Pay:$51,200","Mid-Career Pay:$91,800",% High Meaning:31%
Rank:248,Major:Latin American Studies,Degree Type:Bachelors,"Early Career Pay:$44,300","Mid-Career Pay:$91,700",% High Meaning:63%
Rank:248,Major:Structural Design & Construction Engineering Technology,Degree Type:Bachelors,"Early Career Pay:$66,500","Mid-Career Pay:$91,700",% High Meaning:46%
Rank:248,Major:Civil Engineering Technology (CET),Degree Type:Bachelors,"Early Career Pay:$55,600","Mid-Career Pay:$91,700",% High Meaning:62%
Rank:251,Major:Government & Politics,Degree Type:Bachelors,"Early Career Pay:$50,000","Mid-Career Pay:$91,500",% High Meaning:49%
Rank:252,Major:Aviation Flight Science (AFL),Degree Type:Bachelors,"Early Career Pay:$49,900","Mid-Career Pay:$91,400",% High Meaning:45%
Rank:252,Major:Business & Finance,Degree Type:Bachelors,"Early Career Pay:$52,800","Mid-Career Pay:$91,400",% High Meaning:49%
Rank:252,Major:Marketing,Degree Type:Bachelors,"Early Career Pay:$49,200","Mid-Career Pay:$91,400",% High Meaning:39%
Rank:255,Major:Applied Statistics,Degree Type:Bachelors,"Early Career Pay:$62,000","Mid-Career Pay:$91,300",% High Meaning:46%
Rank:255,Major:Biopsychology,Degree Type:Bachelors,"Early Career Pay:$50,200","Mid-Career Pay:$91,300",% High Meaning:73%
Rank:255,Major:Industrial Technology (IT),Degree Type:Bachelors,"Early Career Pay:$57,800","Mid-Career Pay:$91,300",% High Meaning:51%
Rank:255,Major:Manufacturing Engineering Technology,Degree Type:Bachelors,"Early Career Pay:$61,500","Mid-Career Pay:$91,300",% High Meaning:52%
Rank:259,Major:Music Production & Engineering,Degree Type:Bachelors,"Early Career Pay:$42,100","Mid-Career Pay:$91,100",% High Meaning:50%
Rank:259,Major:Networks & Telecommunications,Degree Type:Bachelors,"Early Career Pay:$52,900","Mid-Career Pay:$91,100",% High Meaning:57%
Rank:261,Major:Chemistry & Environmental Science,Degree Type:Bachelors,"Early Career Pay:$46,000","Mid-Career Pay:$91,000",% High Meaning:67%
Rank:261,Major:Microbiology & Immunology,Degree Type:Bachelors,"Early Career Pay:$51,500","Mid-Career Pay:$91,000",% High Meaning:68%
Rank:263,Major:Accounts,Degree Type:Bachelors,"Early Career Pay:$57,000","Mid-Career Pay:$90,900",% High Meaning:42%
Rank:263,Major:Risk Management,Degree Type:Bachelors,"Early Career Pay:$59,600","Mid-Career Pay:$90,900",% High Meaning:33%
Rank:265,Major:Environmental Science & Policy,Degree Type:Bachelors,"Early Career Pay:$47,300","Mid-Career Pay:$90,700",% High Meaning:60%
Rank:266,Major:Dairy Science,Degree Type:Bachelors,"Early Career Pay:$49,500","Mid-Career Pay:$90,600",% High Meaning:72%
Rank:266,Major:Sales & Marketing,Degree Type:Bachelors,"Early Career Pay:$48,500","Mid-Career Pay:$90,600",% High Meaning:44%
Rank:268,Major:Welding Engineering Technology,Degree Type:Bachelors,"Early Career Pay:$72,000","Mid-Career Pay:$90,400",% High Meaning:45%
Rank:269,Major:Industrial Psychology,Degree Type:Bachelors,"Early Career Pay:$47,000","Mid-Career Pay:$90,200",% High Meaning:49%
Rank:269,Major:Marketing & Management,Degree Type:Bachelors,"Early Career Pay:$47,200","Mid-Career Pay:$90,200",% High Meaning:44%
Rank:269,Major:Transportation & Logistics Management,Degree Type:Bachelors,"Early Career Pay:$52,700","Mid-Career Pay:$90,200",% High Meaning:47%
Rank:272,Major:Marketing Management,Degree Type:Bachelors,"Early Career Pay:$48,300","Mid-Career Pay:$90,100",% High Meaning:43%
Rank:272,Major:Watershed Hydrology & Management,Degree Type:Bachelors,"Early Career Pay:$45,500","Mid-Career Pay:$90,100",% High Meaning:49%
Rank:274,Major:Electromechanical Engineering,Degree Type:Bachelors,"Early Career Pay:$67,100","Mid-Career Pay:$90,000",% High Meaning:54%
Rank:274,Major:Transportation,Degree Type:Bachelors,"Early Career Pay:$59,100","Mid-Career Pay:$90,000",% High Meaning:50%
Rank:276,Major:Advertising Design,Degree Type:Bachelors,"Early Career Pay:$49,300","Mid-Career Pay:$89,700",% High Meaning:29%
Rank:276,Major:Management & Finance,Degree Type:Bachelors,"Early Career Pay:$52,500","Mid-Career Pay:$89,700",% High Meaning:53%
Rank:276,Major:Risk Management & Insurance,Degree Type:Bachelors,"Early Career Pay:$56,300","Mid-Career Pay:$89,700",% High Meaning:44%
Rank:279,Major:Geology,Degree Type:Bachelors,"Early Career Pay:$48,200","Mid-Career Pay:$89,600",% High Meaning:55%
Rank:280,Major:Information Assurance,Degree Type:Bachelors,"Early Career Pay:$55,600","Mid-Career Pay:$89,500",% High Meaning:58%
Rank:280,Major:Political Science,Degree Type:Bachelors,"Early Career Pay:$47,900","Mid-Career Pay:$89,500",% High Meaning:48%
Rank:282,Major:Philosophy,Degree Type:Bachelors,"Early Career Pay:$48,700","Mid-Career Pay:$89,400",% High Meaning:41%
Rank:282,Major:Radiation Therapy,Degree Type:Bachelors,"Early Career Pay:$65,600","Mid-Career Pay:$89,400",% High Meaning:91%
Rank:284,Major:Cell Biology,Degree Type:Bachelors,"Early Career Pay:$48,200","Mid-Career Pay:$89,300",% High Meaning:61%
Rank:284,Major:French Literature,Degree Type:Bachelors,"Early Career Pay:$44,200","Mid-Career Pay:$89,300",% High Meaning:50%
Rank:284,Major:Web Design & Development,Degree Type:Bachelors,"Early Career Pay:$50,600","Mid-Career Pay:$89,300",% High Meaning:46%
Rank:284,Major:Meteorology,Degree Type:Bachelors,"Early Career Pay:$44,500","Mid-Career Pay:$89,300",% High Meaning:60%
Rank:288,Major:Biological Sciences,Degree Type:Bachelors,"Early Career Pay:$46,200","Mid-Career Pay:$89,200",% High Meaning:65%
Rank:288,Major:Occupational Therapy (OT),Degree Type:Bachelors,"Early Career Pay:$55,100","Mid-Career Pay:$89,200",% High Meaning:90%
Rank:290,Major:Environmental Policy Analysis & Planning,Degree Type:Bachelors,"Early Career Pay:$47,200","Mid-Career Pay:$89,100",% High Meaning:62%
Rank:291,Major:Entrepreneurial Studies,Degree Type:Bachelors,"Early Career Pay:$46,700","Mid-Career Pay:$88,900",% High Meaning:35%
Rank:291,Major:Financial Accounting,Degree Type:Bachelors,"Early Career Pay:$53,400","Mid-Career Pay:$88,900",% High Meaning:51%
Rank:291,Major:Political Science/Public Law,Degree Type:Bachelors,"Early Career Pay:$43,900","Mid-Career Pay:$88,900",% High Meaning:61%
Rank:291,Major:Quality Management,Degree Type:Bachelors,"Early Career Pay:$53,400","Mid-Career Pay:$88,900",% High Meaning:64%
Rank:295,Major:Aeronautics,Degree Type:Bachelors,"Early Career Pay:$59,100","Mid-Career Pay:$88,800",% High Meaning:65%
Rank:295,Major:Applied Computer Science,Degree Type:Bachelors,"Early Career Pay:$62,900","Mid-Career Pay:$88,800",% High Meaning:48%
Rank:297,Major:Accounting,Degree Type:Bachelors,"Early Career Pay:$51,700","Mid-Career Pay:$88,700",% High Meaning:42%
Rank:297,Major:Broadcasting Technology,Degree Type:Bachelors,"Early Career Pay:$40,000","Mid-Career Pay:$88,700",% High Meaning:-
Rank:297,Major:Food Science,Degree Type:Bachelors,"Early Career Pay:$49,900","Mid-Career Pay:$88,700",% High Meaning:46%
Rank:297,Major:Marketing & Communications,Degree Type:Bachelors,"Early Career Pay:$46,600","Mid-Career Pay:$88,700",% High Meaning:43%
Rank:301,Major:Urban Planning,Degree Type:Bachelors,"Early Career Pay:$48,100","Mid-Career Pay:$88,500",% High Meaning:54%
Rank:301,Major:Manufacturing Management,Degree Type:Bachelors,"Early Career Pay:$60,400","Mid-Career Pay:$88,500",% High Meaning:49%
Rank:303,Major:Insurance,Degree Type:Bachelors,"Early Career Pay:$53,000","Mid-Career Pay:$88,400",% High Meaning:42%
Rank:304,Major:Business Data Analysis,Degree Type:Bachelors,"Early Career Pay:$60,400","Mid-Career Pay:$88,300",% High Meaning:38%
Rank:304,Major:Environmental Design,Degree Type:Bachelors,"Early Career Pay:$45,400","Mid-Career Pay:$88,300",% High Meaning:55%
Rank:306,Major:Advertising,Degree Type:Bachelors,"Early Career Pay:$44,800","Mid-Career Pay:$88,200",% High Meaning:33%
Rank:306,Major:Cinema Studies,Degree Type:Bachelors,"Early Career Pay:$45,400","Mid-Career Pay:$88,200",% High Meaning:32%
Rank:306,Major:Financial Management,Degree Type:Bachelors,"Early Career Pay:$51,000","Mid-Career Pay:$88,200",% High Meaning:51%
Rank:309,Major:Advertising & Marketing Communications,Degree Type:Bachelors,"Early Career Pay:$46,000","Mid-Career Pay:$88,100",% High Meaning:36%
Rank:309,Major:Operations & Supply Chain Management,Degree Type:Bachelors,"Early Career Pay:$57,800","Mid-Career Pay:$88,100",% High Meaning:44%
Rank:311,Major:Computer Information Management,Degree Type:Bachelors,"Early Career Pay:$46,800","Mid-Career Pay:$88,000",% High Meaning:62%
Rank:312,Major:Global & International Studies,Degree Type:Bachelors,"Early Career Pay:$45,900","Mid-Career Pay:$87,800",% High Meaning:49%
Rank:312,Major:Computing & Information Systems (CIS),Degree Type:Bachelors,"Early Career Pay:$50,800","Mid-Career Pay:$87,800",% High Meaning:42%
Rank:312,Major:Architecture,Degree Type:Bachelors,"Early Career Pay:$48,300","Mid-Career Pay:$87,800",% High Meaning:55%
Rank:315,Major:Environmental & Natural Resource Economics,Degree Type:Bachelors,"Early Career Pay:$49,100","Mid-Career Pay:$87,600",% High Meaning:60%
Rank:316,Major:Labor Studies,Degree Type:Bachelors,"Early Career Pay:$44,100","Mid-Career Pay:$87,500",% High Meaning:49%
Rank:317,Major:Aviation Technology,Degree Type:Bachelors,"Early Career Pay:$52,600","Mid-Career Pay:$87,400",% High Meaning:52%
Rank:317,Major:Social Ecology,Degree Type:Bachelors,"Early Career Pay:$46,700","Mid-Career Pay:$87,400",% High Meaning:60%
Rank:319,Major:Classics,Degree Type:Bachelors,"Early Career Pay:$45,000","Mid-Career Pay:$87,300",% High Meaning:39%
Rank:319,Major:Marketing Communication,Degree Type:Bachelors,"Early Career Pay:$43,600","Mid-Career Pay:$87,300",% High Meaning:40%
Rank:321,Major:Geographic Information Systems (GIS) & Spatial Analysis,Degree Type:Bachelors,"Early Career Pay:$51,700","Mid-Career Pay:$87,200",% High Meaning:56%
Rank:321,Major:Organizational Psychology,Degree Type:Bachelors,"Early Career Pay:$48,300","Mid-Career Pay:$87,200",% High Meaning:45%
Rank:323,Major:European History,Degree Type:Bachelors,"Early Career Pay:$49,700","Mid-Career Pay:$87,100",% High Meaning:50%
Rank:324,Major:Urban & Regional Planning,Degree Type:Bachelors,"Early Career Pay:$47,500","Mid-Career Pay:$87,000",% High Meaning:59%
Rank:325,Major:Real Estate Development,Degree Type:Bachelors,"Early Career Pay:$54,400","Mid-Career Pay:$86,800",% High Meaning:-
Rank:326,Major:Applied Technology,Degree Type:Bachelors,"Early Career Pay:$52,900","Mid-Career Pay:$86,700",% High Meaning:60%
Rank:326,Major:Entomology,Degree Type:Bachelors,"Early Career Pay:$44,000","Mid-Career Pay:$86,700",% High Meaning:-
Rank:328,Major:Architectural Engineering Technology,Degree Type:Bachelors,"Early Career Pay:$49,900","Mid-Career Pay:$86,600",% High Meaning:59%
Rank:328,Major:Public Affairs,Degree Type:Bachelors,"Early Career Pay:$49,700","Mid-Career Pay:$86,600",% High Meaning:53%
Rank:330,Major:Entrepreneurship,Degree Type:Bachelors,"Early Career Pay:$51,400","Mid-Career Pay:$86,500",% High Meaning:45%
Rank:331,Major:Business Management & Marketing,Degree Type:Bachelors,"Early Career Pay:$45,800","Mid-Career Pay:$86,400",% High Meaning:47%
Rank:332,Major:Digital Arts,Degree Type:Bachelors,"Early Career Pay:$43,200","Mid-Career Pay:$86,300",% High Meaning:32%
Rank:333,Major:Industrial Safety,Degree Type:Bachelors,"Early Career Pay:$53,200","Mid-Career Pay:$86,200",% High Meaning:78%
Rank:333,Major:Logistics,Degree Type:Bachelors,"Early Career Pay:$54,800","Mid-Career Pay:$86,200",% High Meaning:37%
Rank:335,Major:Hotel Management,Degree Type:Bachelors,"Early Career Pay:$44,500","Mid-Career Pay:$86,100",% High Meaning:44%
Rank:336,Major:Cell & Molecular Biology,Degree Type:Bachelors,"Early Career Pay:$48,900","Mid-Career Pay:$86,000",% High Meaning:66%
Rank:336,Major:Global Business Management,Degree Type:Bachelors,"Early Career Pay:$53,200","Mid-Career Pay:$86,000",% High Meaning:51%
Rank:338,Major:Technical Management,Degree Type:Bachelors,"Early Career Pay:$57,800","Mid-Career Pay:$85,900",% High Meaning:65%
Rank:338,Major:Computer & Network Administration,Degree Type:Bachelors,"Early Career Pay:$54,100","Mid-Career Pay:$85,900",% High Meaning:47%
Rank:340,Major:Police Science,Degree Type:Bachelors,"Early Career Pay:$53,400","Mid-Career Pay:$85,800",% High Meaning:-
Rank:340,Major:Pre-law,Degree Type:Bachelors,"Early Career Pay:$44,700","Mid-Career Pay:$85,800",% High Meaning:46%
Rank:342,Major:Business Communication,Degree Type:Bachelors,"Early Career Pay:$47,600","Mid-Career Pay:$85,600",% High Meaning:47%
Rank:342,Major:Microbiology,Degree Type:Bachelors,"Early Career Pay:$46,200","Mid-Career Pay:$85,600",% High Meaning:68%
Rank:342,Major:Professional Aeronautics,Degree Type:Bachelors,"Early Career Pay:$57,700","Mid-Career Pay:$85,600",% High Meaning:68%
Rank:345,Major:Advertising & Promotion,Degree Type:Bachelors,"Early Career Pay:$42,400","Mid-Career Pay:$85,500",% High Meaning:45%
Rank:346,Major:Network Systems Administration,Degree Type:Bachelors,"Early Career Pay:$53,500","Mid-Career Pay:$85,400",% High Meaning:50%
Rank:347,Major:Construction Technology,Degree Type:Bachelors,"Early Career Pay:$55,500","Mid-Career Pay:$85,300",% High Meaning:47%
Rank:348,Major:Electronic & Computer Technology,Degree Type:Bachelors,"Early Career Pay:$61,300","Mid-Career Pay:$85,000",% High Meaning:-
Rank:348,Major:Marketing & Advertising,Degree Type:Bachelors,"Early Career Pay:$47,200","Mid-Career Pay:$85,000",% High Meaning:53%
Rank:350,Major:Electronic Systems Technology (EST),Degree Type:Bachelors,"Early Career Pay:$61,800","Mid-Career Pay:$84,900",% High Meaning:-
Rank:351,Major:International Studies,Degree Type:Bachelors,"Early Career Pay:$47,500","Mid-Career Pay:$84,800",% High Meaning:51%
Rank:352,Major:Construction Engineering Technology,Degree Type:Bachelors,"Early Career Pay:$53,000","Mid-Career Pay:$84,700",% High Meaning:57%
Rank:353,Major:Applied Science,Degree Type:Bachelors,"Early Career Pay:$44,100","Mid-Career Pay:$84,600",% High Meaning:56%
Rank:354,Major:Accounting Information Systems,Degree Type:Bachelors,"Early Career Pay:$60,000","Mid-Career Pay:$84,500",% High Meaning:51%
Rank:354,Major:Environmental Health,Degree Type:Bachelors,"Early Career Pay:$48,100","Mid-Career Pay:$84,500",% High Meaning:72%
Rank:354,Major:Technology,Degree Type:Bachelors,"Early Career Pay:$53,400","Mid-Career Pay:$84,500",% High Meaning:64%
Rank:357,Major:Biosystems Engineering,Degree Type:Bachelors,"Early Career Pay:$62,000","Mid-Career Pay:$84,200",% High Meaning:75%
Rank:358,Major:Fashion Design,Degree Type:Bachelors,"Early Career Pay:$44,800","Mid-Career Pay:$84,100",% High Meaning:26%
Rank:359,Major:Agribusiness Management,Degree Type:Bachelors,"Early Career Pay:$47,600","Mid-Career Pay:$84,000",% High Meaning:46%
Rank:359,Major:German Language,Degree Type:Bachelors,"Early Career Pay:$48,200","Mid-Career Pay:$84,000",% High Meaning:41%
Rank:361,Major:Professional Pilot Education,Degree Type:Bachelors,"Early Career Pay:$59,800","Mid-Career Pay:$83,900",% High Meaning:-
Rank:361,Major:Textile Technology,Degree Type:Bachelors,"Early Career Pay:$51,500","Mid-Career Pay:$83,900",% High Meaning:31%
Rank:363,Major:Manufacturing Systems,Degree Type:Bachelors,"Early Career Pay:$71,700","Mid-Career Pay:$83,600",% High Meaning:-
Rank:364,Major:Diagnostic Medical Ultrasound,Degree Type:Bachelors,"Early Career Pay:$60,800","Mid-Career Pay:$83,500",% High Meaning:70%
Rank:364,Major:Marketing & Mass Communications,Degree Type:Bachelors,"Early Career Pay:$41,800","Mid-Career Pay:$83,500",% High Meaning:40%
Rank:366,Major:General Business,Degree Type:Bachelors,"Early Career Pay:$47,600","Mid-Career Pay:$83,400",% High Meaning:52%
Rank:366,Major:Computer Graphics Technology (CGT),Degree Type:Bachelors,"Early Career Pay:$46,800","Mid-Career Pay:$83,400",% High Meaning:40%
Rank:368,Major:Agricultural Systems Technology,Degree Type:Bachelors,"Early Career Pay:$54,000","Mid-Career Pay:$83,300",% High Meaning:58%
Rank:368,Major:Health Care,Degree Type:Bachelors,"Early Career Pay:$41,700","Mid-Career Pay:$83,300",% High Meaning:71%
Rank:368,Major:Hospital Administration,Degree Type:Bachelors,"Early Career Pay:$49,600","Mid-Career Pay:$83,300",% High Meaning:53%
Rank:368,Major:Personal Financial Planning,Degree Type:Bachelors,"Early Career Pay:$51,200","Mid-Career Pay:$83,300",% High Meaning:59%
Rank:372,Major:Business Technology Management,Degree Type:Bachelors,"Early Career Pay:$52,900","Mid-Career Pay:$83,200",% High Meaning:48%
Rank:373,Major:Health Policy & Administration,Degree Type:Bachelors,"Early Career Pay:$48,300","Mid-Career Pay:$83,100",% High Meaning:65%
Rank:374,Major:Math & Science,Degree Type:Bachelors,"Early Career Pay:$54,400","Mid-Career Pay:$82,900",% High Meaning:62%
Rank:375,Major:Architectural Design,Degree Type:Bachelors,"Early Career Pay:$46,000","Mid-Career Pay:$82,800",% High Meaning:59%
Rank:375,Major:Environmental Science,Degree Type:Bachelors,"Early Career Pay:$46,500","Mid-Career Pay:$82,800",% High Meaning:60%
Rank:377,Major:Advertising & Marketing,Degree Type:Bachelors,"Early Career Pay:$46,300","Mid-Career Pay:$82,700",% High Meaning:38%
Rank:377,Major:Animation,Degree Type:Bachelors,"Early Career Pay:$43,100","Mid-Career Pay:$82,700",% High Meaning:36%
Rank:379,Major:General Science,Degree Type:Bachelors,"Early Career Pay:$46,900","Mid-Career Pay:$82,600",% High Meaning:62%
Rank:380,Major:Biology & Chemistry,Degree Type:Bachelors,"Early Career Pay:$46,700","Mid-Career Pay:$82,500",% High Meaning:66%
Rank:381,Major:American Studies,Degree Type:Bachelors,"Early Career Pay:$49,000","Mid-Career Pay:$82,400",% High Meaning:50%
Rank:381,Major:Product Design Engineering,Degree Type:Bachelors,"Early Career Pay:$61,500","Mid-Career Pay:$82,400",% High Meaning:39%
Rank:383,Major:Aviation Maintenance Technology,Degree Type:Bachelors,"Early Career Pay:$49,800","Mid-Career Pay:$82,300",% High Meaning:58%
Rank:383,Major:Film Studies,Degree Type:Bachelors,"Early Career Pay:$42,500","Mid-Career Pay:$82,300",% High Meaning:40%
Rank:383,Major:Magazine Journalism,Degree Type:Bachelors,"Early Career Pay:$44,500","Mid-Career Pay:$82,300",% High Meaning:26%
Rank:386,Major:Web & Digital Media Development,Degree Type:Bachelors,"Early Career Pay:$48,400","Mid-Career Pay:$82,200",% High Meaning:34%
Rank:387,Major:Digital Media Design,Degree Type:Bachelors,"Early Career Pay:$45,200","Mid-Career Pay:$82,000",% High Meaning:36%
Rank:387,Major:English Literature,Degree Type:Bachelors,"Early Career Pay:$45,400","Mid-Career Pay:$82,000",% High Meaning:45%
Rank:387,Major:History & Politics,Degree Type:Bachelors,"Early Career Pay:$47,200","Mid-Career Pay:$82,000",% High Meaning:49%
Rank:387,Major:Human Biology,Degree Type:Bachelors,"Early Career Pay:$48,400","Mid-Career Pay:$82,000",% High Meaning:68%
Rank:391,Major:Business Management & Human Resources Management (HRM),Degree Type:Bachelors,"Early Career Pay:$44,700","Mid-Career Pay:$81,900",% High Meaning:58%
Rank:391,Major:Architectural Technology,Degree Type:Bachelors,"Early Career Pay:$44,700","Mid-Career Pay:$81,900",% High Meaning:56%
Rank:391,Major:Design,Degree Type:Bachelors,"Early Career Pay:$49,400","Mid-Career Pay:$81,900",% High Meaning:41%
Rank:391,Major:Philosophy & Religion,Degree Type:Bachelors,"Early Career Pay:$41,800","Mid-Career Pay:$81,900",% High Meaning:55%
Rank:391,Major:Physiology,Degree Type:Bachelors,"Early Career Pay:$46,900","Mid-Career Pay:$81,900",% High Meaning:62%
Rank:396,Major:Business Administration,Degree Type:Bachelors,"Early Career Pay:$49,700","Mid-Career Pay:$81,700",% High Meaning:50%
Rank:396,Major:French Studies,Degree Type:Bachelors,"Early Career Pay:$49,500","Mid-Career Pay:$81,700",% High Meaning:53%
Rank:396,Major:Land Surveying,Degree Type:Bachelors,"Early Career Pay:$48,700","Mid-Career Pay:$81,700",% High Meaning:56%
Rank:399,Major:Management,Degree Type:Bachelors,"Early Career Pay:$49,000","Mid-Career Pay:$81,600",% High Meaning:48%
Rank:400,Major:Geographic Information Systems (GIS),Degree Type:Bachelors,"Early Career Pay:$47,100","Mid-Career Pay:$81,500",% High Meaning:53%
Rank:400,Major:Interactive Media Design,Degree Type:Bachelors,"Early Career Pay:$51,800","Mid-Career Pay:$81,500",% High Meaning:40%
Rank:402,Major:Architectural Studies,Degree Type:Bachelors,"Early Career Pay:$43,100","Mid-Career Pay:$81,400",% High Meaning:42%
