occupation_name,url,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29"
     Choreographers,https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm,nan,nan,nan,nan,nan,nan,nan
"     Therapists, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#291129,nan,nan,nan,nan,nan,nan,nan
     Computer and information research scientists,https://www.bls.gov/ooh/computer-and-information-technology/computer-and-information-research-scientists.htm,nan,nan,nan,nan,nan,nan,nan
     Human resources specialists,https://www.bls.gov/ooh/business-and-financial/human-resources-specialists.htm,nan,nan,nan,nan,nan,nan,nan
     Environmental engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Law teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Elevator and escalator installers and repairers,https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
"     Philosophy and religion teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Magnetic resonance imaging technologists,https://www.bls.gov/ooh/healthcare/radiologic-technologists.htm,nan,nan,nan,nan,nan,nan,nan
     Aerospace engineering and operations technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineering-and-operations-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Animal control workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339011,nan,nan,nan,nan,nan,nan,nan
"     Criminal justice and law enforcement teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Grounds maintenance workers, all other",https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Soil and plant scientists,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,nan,nan,nan,nan,nan,nan,nan
     Physicists,https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm,nan,nan,nan,nan,nan,nan,nan
     Audiologists,https://www.bls.gov/ooh/healthcare/audiologists.htm,nan,nan,nan,nan,nan,nan,nan
     Curators,https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,nan,nan,nan,nan,nan,nan,nan
     Healthcare social workers,https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Fundraisers,https://www.bls.gov/ooh/business-and-financial/fundraisers.htm,nan,nan,nan,nan,nan,nan,nan
     Ophthalmic medical technicians,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#292057,nan,nan,nan,nan,nan,nan,nan
     Nurse anesthetists,https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,nan,nan,nan,nan,nan,nan,nan
"     Camera operators, television, video, and film",https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Forensic science technicians,https://www.bls.gov/ooh/life-physical-and-social-science/forensic-science-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Security guards,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339032,nan,nan,nan,nan,nan,nan,nan
"     Welders, cutters, solderers, and brazers",https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,nan,nan,nan,nan,nan,nan,nan
     Driver/sales workers,https://www.bls.gov/ooh/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Substitute teachers, short-term",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#253031,nan,nan,nan,nan,nan,nan,nan
     Industrial truck and tractor operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Bus and truck mechanics and diesel engine specialists,https://www.bls.gov/ooh/installation-maintenance-and-repair/diesel-service-technicians-and-mechanics.htm,nan,nan,nan,nan,nan,nan,nan
     Loan officers,https://www.bls.gov/ooh/business-and-financial/loan-officers.htm,nan,nan,nan,nan,nan,nan,nan
     Training and development managers,https://www.bls.gov/ooh/management/training-and-development-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Millwrights,https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,nan,nan,nan,nan,nan,nan,nan
     Technical writers,https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,nan,nan,nan,nan,nan,nan,nan
     Financial examiners,https://www.bls.gov/ooh/business-and-financial/financial-examiners.htm,nan,nan,nan,nan,nan,nan,nan
     Barbers,https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,nan,nan,nan,nan,nan,nan,nan
"     Food preparation and serving related workers, all other",https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Healthcare support workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#319099,nan,nan,nan,nan,nan,nan,nan
     Surgical technologists,https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,nan,nan,nan,nan,nan,nan,nan
     Community health workers,https://www.bls.gov/ooh/community-and-social-service/health-educators.htm,nan,nan,nan,nan,nan,nan,nan
     Exercise trainers and group fitness instructors,https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,nan,nan,nan,nan,nan,nan,nan
     Financial managers,https://www.bls.gov/ooh/management/financial-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Athletic trainers,https://www.bls.gov/ooh/healthcare/athletic-trainers.htm,nan,nan,nan,nan,nan,nan,nan
     Parking attendants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536021,nan,nan,nan,nan,nan,nan,nan
     Radiologic technologists and technicians,https://www.bls.gov/ooh/healthcare/radiologic-technologists.htm,nan,nan,nan,nan,nan,nan,nan
     Marketing managers,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,nan,nan,nan,nan,nan,nan,nan
"     Food servers, nonrestaurant",https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Public relations specialists,https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,nan,nan,nan,nan,nan,nan,nan
     Helpers--production workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519198,nan,nan,nan,nan,nan,nan,nan
     Dental assistants,https://www.bls.gov/ooh/healthcare/dental-assistants.htm,nan,nan,nan,nan,nan,nan,nan
     Clinical laboratory technologists and technicians,https://www.bls.gov/ooh/healthcare/clinical-laboratory-technologists-and-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Tutors and teachers and instructors, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#253097,nan,nan,nan,nan,nan,nan,nan
     Dining room and cafeteria attendants and bartender helpers,https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Computer systems analysts,https://www.bls.gov/ooh/computer-and-information-technology/computer-systems-analysts.htm,nan,nan,nan,nan,nan,nan,nan
     Bill and account collectors,https://www.bls.gov/ooh/office-and-administrative-support/bill-and-account-collectors.htm,nan,nan,nan,nan,nan,nan,nan
"     Bookkeeping, accounting, and auditing clerks",https://www.bls.gov/ooh/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Farmers, ranchers, and other agricultural managers",https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm,nan,nan,nan,nan,nan,nan,nan
"     Railroad brake, signal, and switch operators and locomotive firers",https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,nan,nan,nan,nan,nan,nan,nan
"     Rail transportation workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#534099,nan,nan,nan,nan,nan,nan,nan
"     Dentists, general",https://www.bls.gov/ooh/healthcare/dentists.htm,nan,nan,nan,nan,nan,nan,nan
     Construction and building inspectors,https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,nan,nan,nan,nan,nan,nan,nan
     Automotive body and related repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm,nan,nan,nan,nan,nan,nan,nan
"     Special education teachers, secondary school",https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Ushers, lobby attendants, and ticket takers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#393031,nan,nan,nan,nan,nan,nan,nan
"     Interviewers, except eligibility and loan",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Information and record clerks, all other",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Architectural and engineering managers,https://www.bls.gov/ooh/management/architectural-and-engineering-managers.htm,nan,nan,nan,nan,nan,nan,nan
"     Life, physical, and social science technicians, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#194099,nan,nan,nan,nan,nan,nan,nan
"     Paving, surfacing, and tamping equipment operators",https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Baggage porters and bellhops,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#396011,nan,nan,nan,nan,nan,nan,nan
"     Graders and sorters, agricultural products",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#452041,nan,nan,nan,nan,nan,nan,nan
     Metal-refining furnace operators and tenders,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Motorboat operators,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,nan,nan,nan,nan,nan,nan,nan
     Machine feeders and offbearers,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,nan,nan,nan,nan,nan,nan,nan
     Conveyor operators and tenders,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
"     Control and valve installers and repairers, except mechanical door",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499012,nan,nan,nan,nan,nan,nan,nan
     Tire builders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519197,nan,nan,nan,nan,nan,nan,nan
"     First-line supervisors of mechanics, installers, and repairers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#491011,nan,nan,nan,nan,nan,nan,nan
"     Clinical, counseling, and school psychologists",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,nan,nan,nan,nan,nan,nan,nan
"     Special education teachers, kindergarten and elementary school",https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Teaching assistants, postsecondary",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#259044,nan,nan,nan,nan,nan,nan,nan
     Commercial divers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499092,nan,nan,nan,nan,nan,nan,nan
     Chemists,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,nan,nan,nan,nan,nan,nan,nan
     Biological technicians,https://www.bls.gov/ooh/life-physical-and-social-science/biological-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Orderlies,https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,nan,nan,nan,nan,nan,nan,nan
     Medical equipment repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/medical-equipment-repairers.htm,nan,nan,nan,nan,nan,nan,nan
     Cardiovascular technologists and technicians,https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm,nan,nan,nan,nan,nan,nan,nan
"     Weighers, measurers, checkers, and samplers, recordkeeping",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Tour and travel guides,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#397010,nan,nan,nan,nan,nan,nan,nan
"     Social workers, all other",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Natural sciences managers,https://www.bls.gov/ooh/management/natural-sciences-managers.htm,nan,nan,nan,nan,nan,nan,nan
"     Crushing, grinding, and polishing machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519021,nan,nan,nan,nan,nan,nan,nan
"     Molders, shapers, and casters, except metal and plastic",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519195,nan,nan,nan,nan,nan,nan,nan
     Insurance underwriters,https://www.bls.gov/ooh/business-and-financial/insurance-underwriters.htm,nan,nan,nan,nan,nan,nan,nan
"     Paper goods machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519196,nan,nan,nan,nan,nan,nan,nan
     Brickmasons and blockmasons,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,nan,nan,nan,nan,nan,nan,nan
     Advertising sales agents,https://www.bls.gov/ooh/sales/advertising-sales-agents.htm,nan,nan,nan,nan,nan,nan,nan
"     Claims adjusters, examiners, and investigators",https://www.bls.gov/ooh/business-and-financial/claims-adjusters-appraisers-examiners-and-investigators.htm,nan,nan,nan,nan,nan,nan,nan
"     Geoscientists, except hydrologists and geographers",https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,nan,nan,nan,nan,nan,nan,nan
     Pipelayers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#472151,nan,nan,nan,nan,nan,nan,nan
     Nuclear medicine technologists,https://www.bls.gov/ooh/healthcare/nuclear-medicine-technologists.htm,nan,nan,nan,nan,nan,nan,nan
"     Political science teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Bioengineers and biomedical engineers,https://www.bls.gov/ooh/architecture-and-engineering/biomedical-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Construction laborers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
"     First-line supervisors of transportation and material-moving workers, except aircraft cargo handling supervisors",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#531047,nan,nan,nan,nan,nan,nan,nan
"     Financial and investment analysts, financial risk specialists, and financial specialists, all other",https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,nan,nan,nan,nan,nan,nan,nan
     Bailiffs,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,nan,nan,nan,nan,nan,nan,nan
     Mechanical engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Environmental engineers,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Civil engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/civil-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Computer science teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Judges, magistrate judges, and magistrates",https://www.bls.gov/ooh/legal/judges-and-hearing-officers.htm,nan,nan,nan,nan,nan,nan,nan
     Petroleum engineers,https://www.bls.gov/ooh/architecture-and-engineering/petroleum-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Communications teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Excavating and loading machine and dragline operators, surface mining",https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Insurance sales agents,https://www.bls.gov/ooh/sales/insurance-sales-agents.htm,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of construction trades and extraction workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#471011,nan,nan,nan,nan,nan,nan,nan
     Carpenters,https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,nan,nan,nan,nan,nan,nan,nan
     Maids and housekeeping cleaners,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#372012,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of production and operating workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#511011,nan,nan,nan,nan,nan,nan,nan
"     Petroleum pump system operators, refinery operators, and gaugers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#518093,nan,nan,nan,nan,nan,nan,nan
"     Social sciences teachers, postsecondary, all other",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Captains, mates, and pilots of water vessels",https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,nan,nan,nan,nan,nan,nan,nan
"     Acupuncturists and healthcare diagnosing or treating practitioners, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#291298,nan,nan,nan,nan,nan,nan,nan
     Anesthesiologists,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,nan,nan,nan,nan,nan,nan,nan
     Drywall and ceiling tile installers,https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,nan,nan,nan,nan,nan,nan,nan
     Laundry and dry-cleaning workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516011,nan,nan,nan,nan,nan,nan,nan
"     Property, real estate, and community association managers",https://www.bls.gov/ooh/management/property-real-estate-and-community-association-managers.htm,nan,nan,nan,nan,nan,nan,nan
"     Painters, construction and maintenance",https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,nan,nan,nan,nan,nan,nan,nan
     Dishwashers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#359021,nan,nan,nan,nan,nan,nan,nan
"     Directors, religious activities and education",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#212021,nan,nan,nan,nan,nan,nan,nan
"     Airline pilots, copilots, and flight engineers",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,nan,nan,nan,nan,nan,nan,nan
     Slaughterers and meat packers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#513023,nan,nan,nan,nan,nan,nan,nan
     Real estate brokers,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,nan,nan,nan,nan,nan,nan,nan
     Demonstrators and product promoters,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#419011,nan,nan,nan,nan,nan,nan,nan
     Aerospace engineers,https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Budget analysts,https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,nan,nan,nan,nan,nan,nan,nan
     Chemical technicians,https://www.bls.gov/ooh/life-physical-and-social-science/chemical-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Motor vehicle operators, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#533099,nan,nan,nan,nan,nan,nan,nan
     Purchasing managers,https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,nan,nan,nan,nan,nan,nan,nan
     Actors,https://www.bls.gov/ooh/entertainment-and-sports/actors.htm,nan,nan,nan,nan,nan,nan,nan
"     Religious workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#212099,nan,nan,nan,nan,nan,nan,nan
"     Special education teachers, middle school",https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Property appraisers and assessors,https://www.bls.gov/ooh/business-and-financial/appraisers-and-assessors-of-real-estate.htm,nan,nan,nan,nan,nan,nan,nan
     Riggers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499096,nan,nan,nan,nan,nan,nan,nan
     Conservation scientists,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,nan,nan,nan,nan,nan,nan,nan
"     Insulation workers, mechanical",https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Lighting technicians and media and communication equipment workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#274098,nan,nan,nan,nan,nan,nan,nan
     Judicial law clerks,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#231012,nan,nan,nan,nan,nan,nan,nan
"     Agricultural workers, all other",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Electro-mechanical and mechatronics technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/electro-mechanical-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Precision instrument and equipment repairers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499069,nan,nan,nan,nan,nan,nan,nan
"     Career/technical education teachers, middle school",https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Aircraft mechanics and service technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of police and detectives,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#331012,nan,nan,nan,nan,nan,nan,nan
"     Artists and related workers, all other",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,nan,nan,nan,nan,nan,nan,nan
     Ship engineers,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,nan,nan,nan,nan,nan,nan,nan
     Boilermakers,https://www.bls.gov/ooh/construction-and-extraction/boilermakers.htm,nan,nan,nan,nan,nan,nan,nan
     Helpers--roofers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
     Materials scientists,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,nan,nan,nan,nan,nan,nan,nan
     Librarians and media collections specialists,https://www.bls.gov/ooh/education-training-and-library/librarians.htm,nan,nan,nan,nan,nan,nan,nan
     Highway maintenance workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#474051,nan,nan,nan,nan,nan,nan,nan
"     Court, municipal, and license clerks",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Computer network architects,https://www.bls.gov/ooh/computer-and-information-technology/computer-network-architects.htm,nan,nan,nan,nan,nan,nan,nan
     Structural iron and steel workers,https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Education teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Helpers--pipelayers, plumbers, pipefitters, and steamfitters",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
     Legislators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#111031,nan,nan,nan,nan,nan,nan,nan
     Medical equipment preparers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#319093,nan,nan,nan,nan,nan,nan,nan
     Dietetic technicians,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#292051,nan,nan,nan,nan,nan,nan,nan
     Compliance officers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#131041,nan,nan,nan,nan,nan,nan,nan
     Electrical engineers,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Bakers,https://www.bls.gov/ooh/production/bakers.htm,nan,nan,nan,nan,nan,nan,nan
     Automotive glass installers and repairers,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm,nan,nan,nan,nan,nan,nan,nan
"     Food processing workers, all other",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Forest and conservation workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/forest-and-conservation-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Podiatrists,https://www.bls.gov/ooh/healthcare/podiatrists.htm,nan,nan,nan,nan,nan,nan,nan
"     Dentists, all other specialists",https://www.bls.gov/ooh/healthcare/dentists.htm,nan,nan,nan,nan,nan,nan,nan
"     Administrative law judges, adjudicators, and hearing officers",https://www.bls.gov/ooh/legal/judges-and-hearing-officers.htm,nan,nan,nan,nan,nan,nan,nan
"     Plant and system operators, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#518099,nan,nan,nan,nan,nan,nan,nan
"     Model makers, wood",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#517031,nan,nan,nan,nan,nan,nan,nan
"     Cooks, all other",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,nan,nan,nan,nan,nan,nan,nan
     Broadcast technicians,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Recreation and fitness studies teachers, postsecondary",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#251193,nan,nan,nan,nan,nan,nan,nan
     Rail-track laying and maintenance equipment operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#474061,nan,nan,nan,nan,nan,nan,nan
     Compensation and benefits managers,https://www.bls.gov/ooh/management/compensation-and-benefits-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Microbiologists,https://www.bls.gov/ooh/life-physical-and-social-science/microbiologists.htm,nan,nan,nan,nan,nan,nan,nan
"     Library science teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Mathematicians,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,nan,nan,nan,nan,nan,nan,nan
"     Geography teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Camera and photographic equipment repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499061,nan,nan,nan,nan,nan,nan,nan
     Historians,https://www.bls.gov/ooh/life-physical-and-social-science/historians.htm,nan,nan,nan,nan,nan,nan,nan
     Social science research assistants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#194061,nan,nan,nan,nan,nan,nan,nan
"     Rock splitters, quarry",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#475051,nan,nan,nan,nan,nan,nan,nan
