occupation_name,url,2019 Median Pay,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Job Outlook, 2019-29","Employment Change, 2019-29"
     Transit and railroad police,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,nan,nan,nan,nan,nan,nan,nan
     Dredge operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Travel agents,https://www.bls.gov/ooh/sales/travel-agents.htm,nan,nan,nan,nan,nan,nan,nan
     Data entry keyers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439021,nan,nan,nan,nan,nan,nan,nan
"     Credit authorizers, checkers, and clerks",https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Cutting and slicing machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519032,nan,nan,nan,nan,nan,nan,nan
     Broadcast announcers and radio disc jockeys,https://www.bls.gov/ooh/media-and-communication/announcers.htm,nan,nan,nan,nan,nan,nan,nan
     Tool and die makers,https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,nan,nan,nan,nan,nan,nan,nan
     Interior designers,https://www.bls.gov/ooh/arts-and-design/interior-designers.htm,nan,nan,nan,nan,nan,nan,nan
     Credit analysts,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#132041,nan,nan,nan,nan,nan,nan,nan
"     Human resources assistants, except payroll and timekeeping",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Packers and packagers, hand",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,nan,nan,nan,nan,nan,nan,nan
"     Office clerks, general",https://www.bls.gov/ooh/office-and-administrative-support/general-office-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     First-line supervisors of retail sales workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#411011,nan,nan,nan,nan,nan,nan,nan
"     Patternmakers, wood",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#517032,nan,nan,nan,nan,nan,nan,nan
     Forest and conservation technicians,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#194071,nan,nan,nan,nan,nan,nan,nan
     Biochemists and biophysicists,https://www.bls.gov/ooh/life-physical-and-social-science/biochemists-and-biophysicists.htm,nan,nan,nan,nan,nan,nan,nan
     Miscellaneous construction and related workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#474090,nan,nan,nan,nan,nan,nan,nan
"     Aircraft service attendants and transportation workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536098,nan,nan,nan,nan,nan,nan,nan
     Parking enforcement workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#333041,nan,nan,nan,nan,nan,nan,nan
     Word processors and typists,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439022,nan,nan,nan,nan,nan,nan,nan
     Nuclear power reactor operators,https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,nan,nan,nan,nan,nan,nan,nan
     Watch and clock repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499064,nan,nan,nan,nan,nan,nan,nan
"     Cutters and trimmers, hand",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519031,nan,nan,nan,nan,nan,nan,nan
     Telephone operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#432021,nan,nan,nan,nan,nan,nan,nan
"     Foreign language and literature teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Sound engineering technicians,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Social work teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Statistical assistants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439111,nan,nan,nan,nan,nan,nan,nan
     Fire inspectors and investigators,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,nan,nan,nan,nan,nan,nan,nan
     Gambling cage workers,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Traffic technicians,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536041,nan,nan,nan,nan,nan,nan,nan
     Gambling surveillance officers and gambling investigators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339031,nan,nan,nan,nan,nan,nan,nan
     Atmospheric and space scientists,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,nan,nan,nan,nan,nan,nan,nan
     Airfield operations specialists,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#532022,nan,nan,nan,nan,nan,nan,nan
"     Tool grinders, filers, and sharpeners",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#514194,nan,nan,nan,nan,nan,nan,nan
     Hoist and winch operators,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Etchers and engravers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519194,nan,nan,nan,nan,nan,nan,nan
"     Woodworkers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#517099,nan,nan,nan,nan,nan,nan,nan
"     Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
     Fiberglass laminators and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
"     Textile, apparel, and furnishings workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516099,nan,nan,nan,nan,nan,nan,nan
     Set and exhibit designers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#271027,nan,nan,nan,nan,nan,nan,nan
     Sailors and marine oilers,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,nan,nan,nan,nan,nan,nan,nan
"     Social scientists and related workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#193099,nan,nan,nan,nan,nan,nan,nan
"     Fine artists, including painters, sculptors, and illustrators",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,nan,nan,nan,nan,nan,nan,nan
     Semiconductor processing technicians,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519141,nan,nan,nan,nan,nan,nan,nan
     Motorboat mechanics and service technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,nan,nan,nan,nan,nan,nan,nan
     Food cooking machine operators and tenders,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Cleaning, washing, and metal pickling equipment operators and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519192,nan,nan,nan,nan,nan,nan,nan
     Marine engineers and naval architects,https://www.bls.gov/ooh/architecture-and-engineering/marine-engineers-and-naval-architects.htm,nan,nan,nan,nan,nan,nan,nan
     Electrical and electronics drafters,https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,nan,nan,nan,nan,nan,nan,nan
"     Drafters, all other",https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,nan,nan,nan,nan,nan,nan,nan
     Fish and game wardens,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,nan,nan,nan,nan,nan,nan,nan
     Industrial-organizational psychologists,https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm,nan,nan,nan,nan,nan,nan,nan
     Postmasters and mail superintendents,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#119131,nan,nan,nan,nan,nan,nan,nan
     Legal secretaries and administrative assistants,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,nan,nan,nan,nan,nan,nan,nan
     Manufactured building and mobile home installers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499095,nan,nan,nan,nan,nan,nan,nan
"     Forging machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Prepress technicians and workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#515111,nan,nan,nan,nan,nan,nan,nan
     Executive secretaries and executive administrative assistants,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,nan,nan,nan,nan,nan,nan,nan
     Floral designers,https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,nan,nan,nan,nan,nan,nan,nan
"     Door-to-door sales workers, news and street vendors, and related workers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#419091,nan,nan,nan,nan,nan,nan,nan
     Nuclear technicians,https://www.bls.gov/ooh/life-physical-and-social-science/nuclear-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Photographic process workers and processing machine operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519151,nan,nan,nan,nan,nan,nan,nan
"     Library assistants, clerical",https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,nan,nan,nan,nan,nan,nan,nan
"     Cooks, short order",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,nan,nan,nan,nan,nan,nan,nan
     Payroll and timekeeping clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Stockers and order fillers,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Sales representatives, wholesale and manufacturing, except technical and scientific products",https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,nan,nan,nan,nan,nan,nan,nan
     Packaging and filling machine operators and tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519111,nan,nan,nan,nan,nan,nan,nan
"     Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
     Counter and rental clerks,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#412021,nan,nan,nan,nan,nan,nan,nan
"     Electronics engineers, except computer",https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Food batchmakers,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Engineers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#172199,nan,nan,nan,nan,nan,nan,nan
     Food service managers,https://www.bls.gov/ooh/management/food-service-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Musicians and singers,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,nan,nan,nan,nan,nan,nan,nan
"     Mixing and blending machine setters, operators, and tenders",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519023,nan,nan,nan,nan,nan,nan,nan
     Industrial production managers,https://www.bls.gov/ooh/management/industrial-production-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Motorcycle mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,nan,nan,nan,nan,nan,nan,nan
     Gambling and sports book writers and runners,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,nan,nan,nan,nan,nan,nan,nan
"     Tailors, dressmakers, and custom sewers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516052,nan,nan,nan,nan,nan,nan,nan
     Commercial and industrial designers,https://www.bls.gov/ooh/arts-and-design/industrial-designers.htm,nan,nan,nan,nan,nan,nan,nan
     Upholsterers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516093,nan,nan,nan,nan,nan,nan,nan
     Fashion designers,https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,nan,nan,nan,nan,nan,nan,nan
"     Tax examiners and collectors, and revenue agents",https://www.bls.gov/ooh/business-and-financial/tax-examiners-and-collectors-and-revenue-agents.htm,nan,nan,nan,nan,nan,nan,nan
     Photographers,https://www.bls.gov/ooh/media-and-communication/photographers.htm,nan,nan,nan,nan,nan,nan,nan
     Library technicians,https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,nan,nan,nan,nan,nan,nan,nan
     Air traffic controllers,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,nan,nan,nan,nan,nan,nan,nan
"     Family and consumer sciences teachers, postsecondary",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#251192,nan,nan,nan,nan,nan,nan,nan
     Models,https://www.bls.gov/ooh/sales/models.htm,nan,nan,nan,nan,nan,nan,nan
     Bridge and lock tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536011,nan,nan,nan,nan,nan,nan,nan
     Avionics technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Health and safety engineers, except mining safety engineers and inspectors",https://www.bls.gov/ooh/architecture-and-engineering/health-and-safety-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Chemistry teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Plasterers and stucco masons,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#472161,nan,nan,nan,nan,nan,nan,nan
"     Helpers, construction trades, all other",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
     Passenger attendants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#536061,nan,nan,nan,nan,nan,nan,nan
"     Electric motor, power tool, and related repairers",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
"     Physics teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Zoologists and wildlife biologists,https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,nan,nan,nan,nan,nan,nan,nan
     Mechanical door repairers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499011,nan,nan,nan,nan,nan,nan,nan
"     History teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Agricultural and food science technicians,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Cartographers and photogrammetrists,https://www.bls.gov/ooh/architecture-and-engineering/cartographers-and-photogrammetrists.htm,nan,nan,nan,nan,nan,nan,nan
"     Sociology teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Food scientists and technologists,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,nan,nan,nan,nan,nan,nan,nan
     Wellhead pumpers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#537073,nan,nan,nan,nan,nan,nan,nan
"     Radio, cellular, and tower equipment installers and repairers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#492021,nan,nan,nan,nan,nan,nan,nan
"     Switchboard operators, including answering service",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#432011,nan,nan,nan,nan,nan,nan,nan
"     Electronic equipment installers and repairers, motor vehicles",https://www.bls.gov/ooh/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm,nan,nan,nan,nan,nan,nan,nan
     Timing device assemblers and adjusters,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
     Cooling and freezing equipment operators and tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519193,nan,nan,nan,nan,nan,nan,nan
     Foresters,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,nan,nan,nan,nan,nan,nan,nan
     Emergency management directors,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#119161,nan,nan,nan,nan,nan,nan,nan
     Pile driver operators,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,nan,nan,nan,nan,nan,nan,nan
"     Environmental science teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Anthropology and archeology teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Mining and geological engineers, including mining safety engineers",https://www.bls.gov/ooh/architecture-and-engineering/mining-and-geological-engineers.htm,nan,nan,nan,nan,nan,nan,nan
     Sociologists,https://www.bls.gov/ooh/life-physical-and-social-science/sociologists.htm,nan,nan,nan,nan,nan,nan,nan
     Sheet metal workers,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Industrial engineering technologists and technicians,https://www.bls.gov/ooh/architecture-and-engineering/industrial-engineering-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Architects, except landscape and naval",https://www.bls.gov/ooh/architecture-and-engineering/architects.htm,nan,nan,nan,nan,nan,nan,nan
"     Mobile heavy equipment mechanics, except engines",https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Detectives and criminal investigators,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,nan,nan,nan,nan,nan,nan,nan
"     Career/technical education teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Education and childcare administrators, preschool and daycare",https://www.bls.gov/ooh/management/preschool-and-childcare-center-directors.htm,nan,nan,nan,nan,nan,nan,nan
"     Sales representatives, wholesale and manufacturing, technical and scientific products",https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,nan,nan,nan,nan,nan,nan,nan
"     Eligibility interviewers, government programs",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Educational instruction and library workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#259099,nan,nan,nan,nan,nan,nan,nan
"     School bus monitors and protective service workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#339098,nan,nan,nan,nan,nan,nan,nan
"     Education administrators, postsecondary",https://www.bls.gov/ooh/management/postsecondary-education-administrators.htm,nan,nan,nan,nan,nan,nan,nan
     Logisticians,https://www.bls.gov/ooh/business-and-financial/logisticians.htm,nan,nan,nan,nan,nan,nan,nan
     Occupational health and safety specialists,https://www.bls.gov/ooh/healthcare/occupational-health-and-safety-specialists-and-technicians.htm,nan,nan,nan,nan,nan,nan,nan
"     Helpers--installation, maintenance, and repair workers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499098,nan,nan,nan,nan,nan,nan,nan
     Structural metal fabricators and fitters,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
     Tellers,https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm,nan,nan,nan,nan,nan,nan,nan
     Engine and other machine assemblers,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
     Print binding and finishing workers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#515113,nan,nan,nan,nan,nan,nan,nan
     New accounts clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Power plant operators,https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,nan,nan,nan,nan,nan,nan,nan
     File clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
"     Logging workers, all other",https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Shoe machine operators and tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516042,nan,nan,nan,nan,nan,nan,nan
"     Mathematical science teachers, postsecondary",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,nan,nan,nan,nan,nan,nan,nan
     Farm equipment mechanics and service technicians,https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm,nan,nan,nan,nan,nan,nan,nan
     Helpers--carpenters,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,nan,nan,nan,nan,nan,nan,nan
"     Office and administrative support workers, all other",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439199,nan,nan,nan,nan,nan,nan,nan
     Clergy,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#212011,nan,nan,nan,nan,nan,nan,nan
"     Education administrators, kindergarten through secondary",https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm,nan,nan,nan,nan,nan,nan,nan
     Personal financial advisors,https://www.bls.gov/ooh/business-and-financial/personal-financial-advisors.htm,nan,nan,nan,nan,nan,nan,nan
     Mechanical engineers,https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineers.htm,nan,nan,nan,nan,nan,nan,nan
"     Coil winders, tapers, and finishers",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
"     Drilling and boring machine tool setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Desktop publishers,https://www.bls.gov/ooh/office-and-administrative-support/desktop-publishers.htm,nan,nan,nan,nan,nan,nan,nan
"     Milling and planing machine setters, operators, and tenders, metal and plastic",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Pressers, textile, garment, and related materials",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516021,nan,nan,nan,nan,nan,nan,nan
"     Grinding and polishing workers, hand",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#519022,nan,nan,nan,nan,nan,nan,nan
"     Refractory materials repairers, except brickmasons",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#499045,nan,nan,nan,nan,nan,nan,nan
"     Postal service mail sorters, processors, and processing machine operators",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Fallers,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,nan,nan,nan,nan,nan,nan,nan
"     Aircraft structure, surfaces, rigging, and systems assemblers",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
"     Inspectors, testers, sorters, samplers, and weighers",https://www.bls.gov/ooh/production/quality-control-inspectors.htm,nan,nan,nan,nan,nan,nan,nan
"     Roof bolters, mining",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#475043,nan,nan,nan,nan,nan,nan,nan
     Pharmacy aides,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#319095,nan,nan,nan,nan,nan,nan,nan
     Water and wastewater treatment plant and system operators,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,nan,nan,nan,nan,nan,nan,nan
     Graphic designers,https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,nan,nan,nan,nan,nan,nan,nan
     Automotive service technicians and mechanics,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,nan,nan,nan,nan,nan,nan,nan
     Floor sanders and finishers,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,nan,nan,nan,nan,nan,nan,nan
"     Kindergarten teachers, except special education",https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,nan,nan,nan,nan,nan,nan,nan
"     Transportation, storage, and distribution managers",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#113071,nan,nan,nan,nan,nan,nan,nan
     Special effects artists and animators,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,nan,nan,nan,nan,nan,nan,nan
"     Opticians, dispensing",https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm,nan,nan,nan,nan,nan,nan,nan
     Probation officers and correctional treatment specialists,https://www.bls.gov/ooh/community-and-social-service/probation-officers-and-correctional-treatment-specialists.htm,nan,nan,nan,nan,nan,nan,nan
     Optometrists,https://www.bls.gov/ooh/healthcare/optometrists.htm,nan,nan,nan,nan,nan,nan,nan
     Logging equipment operators,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Printing press operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#515112,nan,nan,nan,nan,nan,nan,nan
     Miscellaneous assemblers and fabricators,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,nan,nan,nan,nan,nan,nan,nan
"     Cooks, fast food",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,nan,nan,nan,nan,nan,nan,nan
     Textile bleaching and dyeing machine operators and tenders,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#516061,nan,nan,nan,nan,nan,nan,nan
"     Meter readers, utilities",https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#435041,nan,nan,nan,nan,nan,nan,nan
     Lodging managers,https://www.bls.gov/ooh/management/lodging-managers.htm,nan,nan,nan,nan,nan,nan,nan
     Correspondence clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,nan,nan,nan,nan,nan,nan,nan
     Proofreaders and copy markers,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#439081,nan,nan,nan,nan,nan,nan,nan
     Animal breeders,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,nan,nan,nan,nan,nan,nan,nan
     Stonemasons,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,nan,nan,nan,nan,nan,nan,nan
     Funeral attendants,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#394021,nan,nan,nan,nan,nan,nan,nan
     Locomotive engineers,https://www.bls.gov/ooh/transportation-and-material-moving/railroad-occupations.htm,nan,nan,nan,nan,nan,nan,nan
     Chemical plant and system operators,https://www.bls.gov/ooh/about/data-for-occupations-not-covered-in-detail.htm#518091,nan,nan,nan,nan,nan,nan,nan
     Brokerage clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,nan,nan,nan,nan,nan,nan,nan
